2025-09-19T09:01:18.461Z [INFO] [Request] GET / | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:54.144Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:54.167Z [INFO] [Request] GET /api/facilities | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:54.173Z [INFO] [Response] GET /api/facilities | Status: 200 | Body: [{"id":1,"facilityId":1,"groundId":1,"name":"Court1","type":"badminton","description":"lol","capacity":10,"hourlyRate":"200","monthlyRate":"6000","yearlyRate":"73000","isActive":true,"location":"raipur","amenities":["w"],"images":[],"createdAt":"2025-09-19T11:43:01.882Z","updatedAt":"2025-09-19T11:43:01.882Z","source":"master","sportName":"Badminton","sportCode":"BAD12","groundCode":"C1","bookingTypes":{"perPerson":false,"fullGround":true},"plans":[{"id":1,"planId":1,"planName":"Per day","planType":"hourly","durationDays":1,"basePrice":200,"peakHourMultiplier":1.5,"weekendMultiplier":1.2}]}]
2025-09-20T12:16:55.656Z [INFO] [Request] GET /api/facilities/1/slots?date=2025-09-20 | Body: {} | Query: {"date":"2025-09-20"} | Params: {}
2025-09-20T12:16:55.667Z [INFO] [Response] GET /api/facilities/1/slots?date=2025-09-20 | Status: 200 | Body: [{"id":"1-2025-09-20-6","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"06:00","endTime":"07:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-7","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"07:00","endTime":"08:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-8","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"08:00","endTime":"09:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-9","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"09:00","endTime":"10:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-10","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"10:00","endTime":"11:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-11","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"11:00","endTime":"12:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-12","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"12:00","endTime":"13:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-13","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"13:00","endTime":"14:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-14","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"14:00","endTime":"15:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-15","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"15:00","endTime":"16:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-16","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"16:00","endTime":"17:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-17","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"17:00","endTime":"18:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-18","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"18:00","endTime":"19:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-19","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"19:00","endTime":"20:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-20","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"20:00","endTime":"21:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-21","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"21:00","endTime":"22:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"}]
2025-09-20T12:16:58.697Z [INFO] [Request] GET /facilities | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.718Z [INFO] [Request] GET /src/main.tsx?v=rakLB4krfF6opBRffsZBN | Body: {} | Query: {"v":"rakLB4krfF6opBRffsZBN"} | Params: {}
2025-09-20T12:16:58.720Z [INFO] [Request] GET /@vite/client | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.722Z [INFO] [Request] GET /@react-refresh | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.723Z [INFO] [Request] GET /.well-known/appspecific/com.chrome.devtools.json | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.730Z [INFO] [Request] GET /@fs/D:/ground%20management/SportsFacilityBooker/node_modules/vite/dist/client/env.mjs | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.776Z [INFO] [Request] GET /src/App.tsx?v=rakLB4krfF6opBRffsZBN | Body: {} | Query: {"v":"rakLB4krfF6opBRffsZBN"} | Params: {}
2025-09-20T12:16:58.778Z [INFO] [Request] GET /src/index.css?v=rakLB4krfF6opBRffsZBN | Body: {} | Query: {"v":"rakLB4krfF6opBRffsZBN"} | Params: {}
2025-09-20T12:16:58.803Z [INFO] [Request] GET /src/lib/queryClient.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.812Z [INFO] [Request] GET /src/components/ui/toaster.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.814Z [INFO] [Request] GET /src/components/ui/tooltip.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.816Z [INFO] [Request] GET /src/hooks/useAuth.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.817Z [INFO] [Request] GET /src/pages/NotFound.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.820Z [INFO] [Request] GET /src/pages/landing.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.829Z [INFO] [Request] GET /src/pages/home.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.830Z [INFO] [Request] GET /src/pages/facilities.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.831Z [INFO] [Request] GET /src/pages/booking.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.832Z [INFO] [Request] GET /src/pages/EnhancedBooking.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.833Z [INFO] [Request] GET /src/pages/profile.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.841Z [INFO] [Request] GET /src/pages/TestPaymentHistory.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.842Z [INFO] [Request] GET /src/pages/PaymentPage.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.843Z [INFO] [Request] GET /src/pages/PendingPayments.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.844Z [INFO] [Request] GET /src/pages/admin/dashboard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.845Z [INFO] [Request] GET /src/pages/admin/sports.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.852Z [INFO] [Request] GET /src/pages/admin/grounds.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.854Z [INFO] [Request] GET /src/pages/admin/plans.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.855Z [INFO] [Request] GET /src/pages/admin/timeslots.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.856Z [INFO] [Request] GET /src/pages/admin/facilities.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.857Z [INFO] [Request] GET /src/pages/admin/bookings.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.864Z [INFO] [Request] GET /src/pages/admin/users.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.866Z [INFO] [Request] GET /src/pages/admin/payments.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.866Z [INFO] [Request] GET /src/pages/admin/reports.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.867Z [INFO] [Request] GET /src/pages/admin/NotificationManagement.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.873Z [INFO] [Request] GET /src/pages/user/Dashboard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.879Z [INFO] [Request] GET /src/hooks/use-toast.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.881Z [INFO] [Request] GET /src/components/ui/toast.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.882Z [INFO] [Request] GET /src/lib/utils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.882Z [INFO] [Request] GET /src/components/ui/button.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.884Z [INFO] [Request] GET /src/components/ui/card.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.892Z [INFO] [Request] GET /src/components/HeroSection.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.895Z [INFO] [Request] GET /src/components/Navbar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.896Z [INFO] [Request] GET /src/components/FacilityCard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.898Z [INFO] [Request] GET /src/components/ui/dropdown-menu.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.899Z [INFO] [Request] GET /src/components/ui/badge.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.910Z [INFO] [Request] GET /src/components/ui/dialog.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.912Z [INFO] [Request] GET /src/components/ui/alert-dialog.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.912Z [INFO] [Request] GET /src/components/BookingModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.913Z [INFO] [Request] GET /src/components/ui/input.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.914Z [INFO] [Request] GET /src/components/ui/select.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.923Z [INFO] [Request] GET /src/components/ui/sheet.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.925Z [INFO] [Request] GET /src/components/ui/checkbox.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.926Z [INFO] [Request] GET /src/components/ui/label.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.926Z [INFO] [Request] GET /src/components/ui/calendar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.927Z [INFO] [Request] GET /src/components/ui/popover.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.935Z [INFO] [Request] GET /src/lib/authUtils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.937Z [INFO] [Request] GET /src/components/ui/tabs.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.938Z [INFO] [Request] GET /src/components/ui/separator.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.939Z [INFO] [Request] GET /src/components/ui/switch.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.940Z [INFO] [Request] GET /src/components/PaymentHistoryModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.946Z [INFO] [Request] GET /src/components/MockPaymentForm.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.948Z [INFO] [Request] GET /src/components/AdminSidebar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.948Z [INFO] [Request] GET /src/components/StatsCard.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.949Z [INFO] [Request] GET /src/components/ui/form.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.950Z [INFO] [Request] GET /src/components/ui/textarea.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.957Z [INFO] [Request] GET /@fs/D:/ground%20management/SportsFacilityBooker/shared/schema.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.959Z [INFO] [Request] GET /src/components/ui/table.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.960Z [INFO] [Request] GET /src/lib/exportUtils.ts | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.960Z [INFO] [Request] GET /src/components/NotificationCenter.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.961Z [INFO] [Request] GET /src/components/ui/avatar.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.965Z [INFO] [Request] GET /src/components/ui/radio-group.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.966Z [INFO] [Request] GET /src/components/ReceiptModal.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.970Z [INFO] [Request] GET /src/pages/login.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:58.972Z [INFO] [Request] GET /src/components/ui/scroll-area.tsx | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:59.073Z [INFO] [Request] GET /api/auth/user | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:59.079Z [INFO] [Response] GET /api/auth/user | Status: 200 | Body: {"id":"demo-client-001","email":"client@demo.com","firstName":"John","lastName":"Doe","profileImageUrl":null,"phone":null,"password":"$2b$10$gBmoZ6NOg1VAMLdOPulFWelWnmwFXDhvj/X31FzwFkhSE.l08aeIy","role":"client","isActive":true,"emailVerified":false,"notificationPreferences":{"sms":true,"email":true,"marketing":false},"createdAt":"2025-09-19T01:34:43.965Z","updatedAt":"2025-09-19T01:34:43.965Z","userType":"client"}
2025-09-20T12:16:59.083Z [INFO] [Request] GET /favicon.ico | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:59.100Z [INFO] [Request] GET /api/facilities | Body: {} | Query: {} | Params: {}
2025-09-20T12:16:59.106Z [INFO] [Response] GET /api/facilities | Status: 200 | Body: [{"id":1,"facilityId":1,"groundId":1,"name":"Court1","type":"badminton","description":"lol","capacity":10,"hourlyRate":"200","monthlyRate":"6000","yearlyRate":"73000","isActive":true,"location":"raipur","amenities":["w"],"images":[],"createdAt":"2025-09-19T11:43:01.882Z","updatedAt":"2025-09-19T11:43:01.882Z","source":"master","sportName":"Badminton","sportCode":"BAD12","groundCode":"C1","bookingTypes":{"perPerson":false,"fullGround":true},"plans":[{"id":1,"planId":1,"planName":"Per day","planType":"hourly","durationDays":1,"basePrice":200,"peakHourMultiplier":1.5,"weekendMultiplier":1.2}]}]
2025-09-20T12:17:00.641Z [INFO] [Request] GET /api/facilities/1/slots?date=2025-09-20 | Body: {} | Query: {"date":"2025-09-20"} | Params: {}
2025-09-20T12:17:00.655Z [INFO] [Response] GET /api/facilities/1/slots?date=2025-09-20 | Status: 200 | Body: [{"id":"1-2025-09-20-6","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"06:00","endTime":"07:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-7","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"07:00","endTime":"08:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-8","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"08:00","endTime":"09:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-9","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"09:00","endTime":"10:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-10","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"10:00","endTime":"11:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-11","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"11:00","endTime":"12:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-12","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"12:00","endTime":"13:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-13","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"13:00","endTime":"14:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-14","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"14:00","endTime":"15:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-15","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"15:00","endTime":"16:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-16","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"16:00","endTime":"17:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-17","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"17:00","endTime":"18:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-18","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"18:00","endTime":"19:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-19","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"19:00","endTime":"20:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-20","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"20:00","endTime":"21:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-20-21","facilityId":1,"groundId":1,"date":"2025-09-20","startTime":"21:00","endTime":"22:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"}]
2025-09-20T12:17:02.207Z [INFO] [Request] GET /api/facilities/1/slots?date=2025-09-27 | Body: {} | Query: {"date":"2025-09-27"} | Params: {}
2025-09-20T12:17:02.216Z [INFO] [Response] GET /api/facilities/1/slots?date=2025-09-27 | Status: 200 | Body: [{"id":"1-2025-09-27-6","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"06:00","endTime":"07:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-7","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"07:00","endTime":"08:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-8","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"08:00","endTime":"09:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-9","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"09:00","endTime":"10:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-10","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"10:00","endTime":"11:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-11","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"11:00","endTime":"12:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-12","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"12:00","endTime":"13:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-13","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"13:00","endTime":"14:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-14","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"14:00","endTime":"15:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-15","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"15:00","endTime":"16:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-16","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"16:00","endTime":"17:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-17","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"17:00","endTime":"18:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-18","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"18:00","endTime":"19:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-19","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"19:00","endTime":"20:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-20","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"20:00","endTime":"21:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"},{"id":"1-2025-09-27-21","facilityId":1,"groundId":1,"date":"2025-09-27","startTime":"21:00","endTime":"22:00","duration":60,"isAvailable":false,"availableCapacity":0,"maxCapacity":10,"bookedCount":10,"supportsPerPerson":false,"peakHour":false,"price":"100"}]
2025-09-20T12:17:03.218Z [INFO] [Request] GET /api/facilities/1/slots?date=2025-09-28 | Body: {} | Query: {"date":"2025-09-28"} | Params: {}
